64,0.00334597,0.00241202,0.22204703,0.14219898,0.16967702,0.13469601
100,0.01046401,0.00644505,0.94340903,0.59853101,0.67298198,0.51383895
128,0.01804900,0.00982302,2.60661399,1.48719496,1.96774399,1.27035499
200,0.04242498,0.02352798,8.46883899,5.13162601,6.09040904,4.26547098
256,0.07017303,0.03799701,31.20496100,21.43418998,19.95172900,24.33599097
512,0.27995902,0.15619403,559.07112896,299.93063998,385.11054504,203.30710703
600,0.40004098,0.22187901,241.03777802,195.53709900,142.26385802,118.26196599
900,0.85966200,0.45944500,984.70359403,667.12474400,475.83385003,398.54456204
1024,1.14944798,0.63829195,7450.17001599,2752.45024496,1639.94607902,944.97875398
2000,4.66942203,2.35171503,14822.52102000,8508.03225398,5636.07350099,4433.02295303
2048,17.90228504,5.89219797,55974.73951298,27114.63313597,15249.99430799,9652.79646599
3000,19.63146603,6.26497602,46189.57395601,34233.51636797,22018.31946301,17145.61997300
4000,28.88615805,9.16972297,127005.89458698,123058.57609099,51976.37879604,39263.40241402
5000,27.49874604,13.48285300,223866.98436099,175602.62067699,86584.85939997,71134.03984302
6000,40.17074597,19.40478498,434866.09982699,295712.18860900,159076.42196697,133222.38605100
10000,117.82437396,53.53921604,2224467.85113597,1629646.52173203,736229.87568498,616426.63555902
