64,0.00578594,0.00272465,0.26613140,0.14918709,0.26066399,0.17991543
100,0.01082230,0.00581741,1.01496887,0.61248207,1.02290535,0.68200970
128,0.01721764,0.00918674,2.45458984,1.55838299,2.04368019,1.56764698
200,0.05094624,0.02803040,11.13032150,5.36317825,8.10052681,5.41277313
256,0.08673191,0.04454803,35.31481552,20.23725510,28.15971470,14.18684864
512,0.27514267,0.14903641,352.58157349,176.10656166,307.10004330,124.67711353
600,0.46155548,0.24002361,1081.23529530,248.78999996,215.81314754,145.57407284
900,1.14249039,0.52587700,859.24904919,593.29538536,716.95213413,486.07705975
1024,1.25389385,0.57022190,2658.25425720,1320.14668560,2486.06756306,1023.03030396
2000,4.62104702,3.12673092,19545.78677940,17984.80526829,8424.82558155,5945.02324581
2048,5.05170918,2.78719044,86821.81202221,40684.47728348,21861.01734543,12407.37946987
